"","qseqid","taxon","taxonomic_level","species","genus","family","order","class","phylum","kingdom"
"676","5ecb421e71aed341f38d80df259e06ce","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"677","5ff9cee7e71533ae1a5001bbb6fc064f","Pholis laeta","species","Pholis laeta","Pholis","Pholidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"678","603f422b7af8e84aee3d0b6109a91760","Pungitius pungitius","species","Pungitius pungitius","Pungitius","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"679","613a427f22e0e506744f9ddc8d25b6db","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"680","613bd2c603c332f97c15c7cfebf8c949","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"681","61495cb89acdc807780159703cf801cb","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"682","61d2dd3ad7e6a1aa3335b49eea73852f","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"683","6282b9021f3e3406eb701564a196278d","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"684","62dff04680bdd4881eb1ad3d5249800a","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"685","6328b4f1c5b5de993bec3e7fcf6aed98","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"686","6344d5842be0f23df589a355869d727e","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"687","634e58df79e0a02b1e86bd9765357fff","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"688","646c61f4055d43a1a17b2d526811a903","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"689","64955fb335c76acf86a6f5bd0f914d6f","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"690","6495dec07be1d252a737d487b17182e1","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"691","6497ce57a410edd4c51bea6d8b8c1689","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"692","64ecbeb003cfd9b79c1abd95f6bd4393","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"693","6567fe9ef3c02048488eceb94842e709","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"694","656d6df403b56aeb315951e29a974423","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"695","66823dbbefea628983958c0fd5dcc0b4","Oncorhynchus nerka","species","Oncorhynchus nerka","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"696","66ba7a9146ac26d3147f1609efa64e58","Eleginus gracilis","species","Eleginus gracilis","Eleginus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"697","66cb4ab75933fda2ff9628f55c82b68e","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"698","67a407f376f56fbc2ff2ede8aabdd9ce","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"699","67f4e9403e934f2a5f1ca7ac547f8663","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"700","6893400a0789d51f21fbc98a16ce7a43","Pungitius pungitius","species","Pungitius pungitius","Pungitius","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"701","689b7f3716086f24dc83aeca886d95f9","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"702","68c667d1c0c8f8264dc012fef3d44916","Microgadus proximus","species","Microgadus proximus","Microgadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"703","68e3c4624d1a1b884e22e37cb3647131","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"704","68fb70e79f96450e6080688703a458bf","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"705","69257bd8d1f0ce80624081c42148cd5a","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"706","69e22b0c513be416156648ef853cf26b","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"707","6a36897d780609a628b1e9f4a6d485d5","Ammodytes personatus","species","Ammodytes personatus","Ammodytes","Ammodytidae","Uranoscopiformes","Actinopteri","Chordata","Eukaryota"
"708","6ad5ca78d9eccd06e7b451d2a0618a60","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"709","6b324bd260eddd261907cebe0b16bfd2","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"710","6b4fac6130557134cc2c86dfba7c0247","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"711","6bcd4d8947677e8d58b06d3ee284ab0f","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"712","6c432d3be1176ed3926704817c306f16","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"713","6c61310704ae257f1e460bfb3afa4029","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"714","6cb83998141952d599c70ac531eab8cf","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"715","6ce5556a01508038e2c02dff7df570a5","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"716","6cfce9320cbebd45847363552614018f","Oncorhynchus kisutch","species","Oncorhynchus kisutch","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"717","6d9fe969af17069fca7c3a8a379ba372","Pungitius pungitius","species","Pungitius pungitius","Pungitius","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"718","6dac2b71b836a26f3289c2395b2091ae","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"719","6e0524990bd79df5a65f5d04d86a8727","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"720","6e924f9b687b1ca0598a19707c04a70a","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"721","6ed7e1f97209facce137ed3dfa2f75c6","Eleginus gracilis","species","Eleginus gracilis","Eleginus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"722","6f5b9674a0ff0538cc8e148432e8b0d4","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"723","6f7c0de9cab8608557eb0862b28c82d7","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"724","6fa659ba939fbcdac9f0ef1aed2c58e1","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"725","6fa83add77f2d34599aa31738d43e0d2","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"726","6fcc52b32c93472f9e54e475a273a462","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"727","7019f99db33521d4a79fd3ebca1f6970","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"728","702a40e5e18d6f80f28019f1a5f15d01","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"729","7095c3e385f46d8d35ad31b3ed1eeb21","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"730","70dc03a3ae6d971f4f82d6333908e2a5","Gasterosteus aculeatus","species","Gasterosteus aculeatus","Gasterosteus","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"731","70dc78ec9d3dcc87770db3f3c15b4681","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"732","710ca0e7ca49edd4d6a8aae40f90bc87","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"733","71a33d0243721e68c701200416349440","Pungitius pungitius","species","Pungitius pungitius","Pungitius","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"734","7203f738d08681789d29dfdecaa32100","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"735","725799301741fba930c5ab21e62148d8","Oncorhynchus kisutch","species","Oncorhynchus kisutch","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"736","726eaca2de7694a15b1407eb6a635fa3","Pungitius pungitius","species","Pungitius pungitius","Pungitius","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"737","72fe9945e5791736d90227f234ec3df2","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"738","7311a931138aaccdacfe95ad1e9ce95a","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"739","735022f8f576f3224e71f8a2e1de3b51","Gadus chalcogrammus","species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"740","737548af715d2e483db5809f7f6fdfaf","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"741","7376b8c8d3fef978a81662e3d8d2c00e","Artedius fenestralis","species","Artedius fenestralis","Artedius","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"742","73e19e010ace8b29cb4e5d82ea3c9feb","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"743","748b7e7da56ea9f7bd16538412b48f00","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"744","749fc815ae96d9eefd4da7e945a535e1","Oncorhynchus kisutch","species","Oncorhynchus kisutch","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"745","74b8efd78221d1fa5dd389c899deb1d6","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"746","75550709d2ecfb3084a908cd3171455e","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"747","755b8d46e94dfc63664fe1e13507bfd3","Ammodytes personatus","species","Ammodytes personatus","Ammodytes","Ammodytidae","Uranoscopiformes","Actinopteri","Chordata","Eukaryota"
"748","757dae1e7b2ab57bd20d4ce711549362","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"749","75ff577effdb3c0b5dcbaa2b831828d5","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"750","7603d6b2d497bf2d1d752d5f29428822","Pungitius pungitius","species","Pungitius pungitius","Pungitius","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"751","7605a0f5a91c8d9f64b370068f215fd7","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"752","7698eb325c4eaac60f311936b14561fa","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"753","76cd1052548a657e7bc0ed8d2ff06200","Pungitius pungitius","species","Pungitius pungitius","Pungitius","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"754","76d0c2d0411f120aa5fbe242e154b4ee","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"755","76f2d23fde0670219d5028b42847407a","Pungitius pungitius","species","Pungitius pungitius","Pungitius","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"756","76f5b0dbb12171f52850bfe9f06b1631","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"757","773e099ab6edac4d678bdf2ba643bb65","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"758","77a479d64bbb9665fbd8c50dfa723740","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"759","7822e78c5849954bed6218e162c205d5","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"760","78302a9598561a857f881b4c846a4bf0","Pungitius pungitius","species","Pungitius pungitius","Pungitius","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"761","78502482cc9b0a21c062c9fec96aa87e","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"762","7864b6319fa47505adb59d71ba3c8f46","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"763","786b4481321061f021e8e39c7a99ed8d","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"764","7918bd410358b15e2adc8280b67489cb","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"765","79678fbd9b0339a126cd24f3f728a7d2","Eleginus gracilis","species","Eleginus gracilis","Eleginus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"766","7a33003a881ad406bc208481d22073f8","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"767","7a54858894d1503ec9a0a9f530524abe","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"768","7ad77c8ba635c415f1571261da780051","Platichthys stellatus","species","Platichthys stellatus","Platichthys","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota"
"769","7b27c9644dd7b3480854b9d8127620ed","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"770","7b3212545fdab12a3fe1f7c0e1d5c859","Eleginus gracilis","species","Eleginus gracilis","Eleginus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"771","7ba306668d5c2a5c4d180b989bd28eee","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"772","7bb54db9c4c142c0bae442ea50b47745","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"773","7bf75a7270201f5237c20f4907856726","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"774","7c2640105057fd0082964bbe4a997c8a","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"775","7c6cd205b3ee0a76f8acda0ad5a99856","Pungitius pungitius","species","Pungitius pungitius","Pungitius","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"776","7c6f4ed80620e2c4836073cb9d5c611a","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"777","7c7a704b68f7e1ade2d036fd47d882d2","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"778","7c8aaeb9698cfa11f3e871152cf1200c","Oncorhynchus kisutch","species","Oncorhynchus kisutch","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"779","7c980438c6676b120d76f7e5e8e94fda","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"780","7ca6456a87c6d2be8f436c405257f55c","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"781","7cac3fd6e6d382c1aba3ad0b7bf4b83f","Artedius fenestralis","species","Artedius fenestralis","Artedius","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"782","7cc0742233bf2b9445e3a9fb6d381e0d","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"783","7d9aedcb772e53bb6966a8570e4dd266","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"784","7dbd63c3016d061fca34fba08b136964","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"785","7dc84aab8422bafe0e121aac90bdd786","Lethenteron camtschaticum","species","Lethenteron camtschaticum","Lethenteron","Petromyzontidae","Petromyzontiformes","Hyperoartia","Chordata","Eukaryota"
"786","7df7997ab75eca60a91b249b5713b105","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"787","7e6b75919c7c47b6a13af4ec3cf3bb1a","Eleginus gracilis","species","Eleginus gracilis","Eleginus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"788","7f0a57ee0459813d45d81b56e7ac62c1","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"789","7f718c4fded8759e0dd66929a367c91d","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"790","804abdc7cc36f3d626660b68e58fb4d8","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"791","80c01ea9705362d3cb10429193b7226e","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"792","8156db0bcfd4707e72e82bbec84ddf1f","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"793","8178b1c0102ac0a7deea1a5e46ccdfaa","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"794","8288b0073505d64fe9843ca57e9e50af","Pholis laeta","species","Pholis laeta","Pholis","Pholidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"795","82ad7825072694fde094e7b3dfe46523","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"796","82d197a201524ad70dba9581c6b0b2eb","Oncorhynchus kisutch","species","Oncorhynchus kisutch","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"797","835b846cb1cd88f6f22c6e99c2ef3e06","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"798","83c65522786f319756a9ab54e5c8fd45","Oncorhynchus kisutch","species","Oncorhynchus kisutch","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"799","83e2b00219da34df20d3ef9f933ebeca","Eleginus gracilis","species","Eleginus gracilis","Eleginus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"800","842375bc626765d2bd8bd27e77099479","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"801","8448255fe42ce1f2605ff789f80bb359","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"802","844bc301d260fe2fa0d969477f9bd8fb","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"803","845494a3888790f61ed03c170eda6069","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"804","84971580f2682aaf027f6eb89da9e0da","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"805","84b64391ad4396db42c3ecd750ff9049","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"806","84dbe46fc3314989fb509e1e5207ca50","Oncorhynchus kisutch","species","Oncorhynchus kisutch","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"807","857bdfae0cff26a15114029dcbde272e","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"808","85bf682c441b849753bb15ef14e9f0d4","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"809","85f11b506059f9743989ea8d0c8e7599","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"810","8604d48167bba60ce6a648524bd1d7dd","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"811","863493ec22ef9bd2269e81c65eef4f59","Microgadus proximus","species","Microgadus proximus","Microgadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"812","863bbfb54f3d6d41cf66cbce6b3e0bc6","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"813","867ae4ce068ffbfdeac5ab0a37156305","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"814","86cf7adc6e5d05e04c179c3e6028cb5f","Hippoglossus stenolepis","species","Hippoglossus stenolepis","Hippoglossus","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota"
"815","86da177b579d27d7f007f8aecee068f7","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"816","879c1e24ff1d6ab5b2aa61474b1af842","Eleginus gracilis","species","Eleginus gracilis","Eleginus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"817","87cc59a0ebe55c361335be01f57d6f5f","Eleginus gracilis","species","Eleginus gracilis","Eleginus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"818","8815ddc3483f76424666c1967e1087ed","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"819","88489df10e7a8e68ffdb83af7ddc8fc6","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"820","89e34edae7f894f16e87dfe3bbdc6e2f","Gadus chalcogrammus","species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"821","89e4ee9c6601ad4b48db8ded41279289","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"822","89eb77c3b82aad0efcddac5da2323145","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"823","8a42ebc147b64524d5c799b3a56ad44c","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"824","8afa9bef6318c59cdaf263b9f795861c","Salmo salar","species","Salmo salar","Salmo","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"825","8b25472329683878bc47afc02648e61f","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"826","8b544dc6ff1681d3d32eda70acd9032e","Eleginus gracilis","species","Eleginus gracilis","Eleginus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"827","8be742521c212af6d869c73847c38ce7","Gasterosteus aculeatus","species","Gasterosteus aculeatus","Gasterosteus","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"828","8c4cc7b589bb51a002c800f93154c28f","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"829","8c7c908d7f5868d22e01df2958d5f1b7","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"830","8c894fb8da469c911af7c1b0516e5b9a","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"831","8ccb5e1c9efa4f6ed33f2d8a827192d0","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"832","8d669564a4474a68763018b50e95e155","Lumpenus sagitta","species","Lumpenus sagitta","Lumpenus","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"833","8d6ff4463f5cd1b157625628bf2295cb","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"834","8d7369a0e2a42f6485ecaea7809507a1","Microgadus proximus","species","Microgadus proximus","Microgadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"835","8df007d87980ecfc1774c21ae30654e2","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"836","8e728ddf737ff9d4a6cee4b9d5d8bad5","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"837","8e866a8d10aaffbe8ffaa8b555ec0afd","Coregonus laurettae","species","Coregonus laurettae","Coregonus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
