Region,Region.Code,code,Site,site.letter,Sample,sampling.date.code,sampling.set,bottle.number,sample.name.library.prep,SamplingDate,SamplingMonth,SamplingYear.x,Buffer,Extraction.Status,sample.box,Library.Preparation.Status..MiFish.,Library.Preparation.Status..16s_Metazoa.,Library.Preparation.Status..MarVer.,field.notes,lab.notes
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-27-21_Set1_4,521,1,4,lcm521s14,4/27/21,April,2021,longmire,complete,tray 2,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-27-21_Set1_4,521,1,4,lcm521s14,4/27/21,April,2021,longmire,complete,tray 2,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-27-21_Set1_NC,521,1,NC,lcm521s1NC,4/27/21,April,2021,longmire,complete,tray 2,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-27-21_Set1_NC,521,1,NC,lcm521s1NC,4/27/21,April,2021,longmire,complete,tray 2,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-27-21_Set3_5,521,3,1,lcm521s31,4/27/21,April,2021,longmire,complete,tray 2,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-27-21_Set3_5,521,3,1,lcm521s31,4/27/21,April,2021,longmire,complete,tray 2,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-27-21_Set3_6,521,3,2,lcm521s32,4/27/21,April,2021,longmire,complete,tray 2,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-27-21_Set3_6,521,3,2,lcm521s32,4/27/21,April,2021,longmire,complete,tray 2,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-27-21_Set3_7,521,3,3,lcm521s33,4/27/21,April,2021,longmire,complete,tray 2,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-27-21_Set3_7,521,3,3,lcm521s33,4/27/21,April,2021,longmire,complete,tray 2,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-27-21_Set3_8,521,3,4,lcm521s34,4/27/21,April,2021,longmire,complete,tray 2,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-27-21_Set3_8,521,3,4,lcm521s34,4/27/21,April,2021,longmire,complete,tray 2,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-27-21_Set5_9,521,5,1,lcm521s51,4/27/21,April,2021,longmire,complete,tray 2,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-27-21_Set5_9,521,5,1,lcm521s51,4/27/21,April,2021,longmire,complete,tray 2,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-27-21_Set5_10,521,5,2,lcm521s52,4/27/21,April,2021,longmire,complete,tray 2,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-27-21_Set5_10,521,5,2,lcm521s52,4/27/21,April,2021,longmire,complete,tray 2,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-27-21_Set5_11,521,5,3,lcm521s53,4/27/21,April,2021,longmire,complete,tray 2,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-27-21_Set5_11,521,5,3,lcm521s53,4/27/21,April,2021,longmire,complete,tray 2,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-27-21_Set5_12,521,5,4,lcm521s54,4/27/21,April,2021,longmire,complete,tray 2,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-27-21_Set5_12,521,5,4,lcm521s54,4/27/21,April,2021,longmire,complete,tray 2,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-24-2021_Set1_1,621,1,1,lcm621s11,5/24/21,May,2021,longmire,complete,tray 3,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-24-2021_Set1_1,621,1,1,lcm621s11,5/24/21,May,2021,longmire,complete,tray 3,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-24-2021_Set1_2,621,1,2,lcm621s12,5/24/21,May,2021,longmire,complete,tray 3,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-24-2021_Set1_2,621,1,2,lcm621s12,5/24/21,May,2021,longmire,complete,tray 3,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-24-2021_Set1_3,621,1,3,lcm621s13,5/24/21,May,2021,longmire,complete,tray 3,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-24-2021_Set1_3,621,1,3,lcm621s13,5/24/21,May,2021,longmire,complete,tray 3,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-24-2021_Set1_4,621,1,4,lcm621s14,5/24/21,May,2021,longmire,complete,tray 3,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-24-2021_Set1_4,621,1,4,lcm621s14,5/24/21,May,2021,longmire,complete,tray 3,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-24-2021_Set1_NC,621,1,NC,lcm621s1NC,5/24/21,May,2021,longmire,complete,tray 3,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-24-2021_Set1_NC,621,1,NC,lcm621s1NC,5/24/21,May,2021,longmire,complete,tray 3,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-24-2021_Set3_5,621,3,1,lcm621s31,5/24/21,May,2021,longmire,complete,tray 3,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-24-2021_Set3_5,621,3,1,lcm621s31,5/24/21,May,2021,longmire,complete,tray 3,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-24-2021_Set3_6,621,3,2,lcm621s32,5/24/21,May,2021,longmire,complete,tray 3,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-24-2021_Set3_6,621,3,2,lcm621s32,5/24/21,May,2021,longmire,complete,tray 3,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-24-2021_Set3_7,621,3,3,lcm621s33,5/24/21,May,2021,longmire,complete,tray 3,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-24-2021_Set3_7,621,3,3,lcm621s33,5/24/21,May,2021,longmire,complete,tray 3,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-24-2021_Set3_8,621,3,4,lcm621s34,5/24/21,May,2021,longmire,complete,tray 3,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-24-2021_Set3_8,621,3,4,lcm621s34,5/24/21,May,2021,longmire,complete,tray 3,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-24-2021_Set5_9,621,5,1,lcm621s51,5/24/21,May,2021,longmire,complete,tray 3,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-24-2021_Set5_9,621,5,1,lcm621s51,5/24/21,May,2021,longmire,complete,tray 3,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-25-2021_Set5_10,621,5,2,lcm621s52,5/24/21,May,2021,longmire,complete,tray 3,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-25-2021_Set5_10,621,5,2,lcm621s52,5/24/21,May,2021,longmire,complete,tray 3,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-24-2021_Set5_11,621,5,3,lcm621s53,5/24/21,May,2021,longmire,complete,tray 3,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-24-2021_Set5_11,621,5,3,lcm621s53,5/24/21,May,2021,longmire,complete,tray 3,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-24-2021_Set5_12,621,5,4,lcm621s54,5/24/21,May,2021,longmire,complete,tray 3,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-24-2021_Set5_12,621,5,4,lcm621s54,5/24/21,May,2021,longmire,complete,tray 3,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_6-25-2021_Set1_1,721,1,1,lcm721s11,6/25/21,June,2021,longmire,complete,tray 6,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_6-25-2021_Set1_1,721,1,1,lcm721s11,6/25/21,June,2021,longmire,complete,tray 6,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_6-25-2021_Set1_2,721,1,2,lcm721s12,6/25/21,June,2021,longmire,complete,tray 6,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_6-25-2021_Set1_2,721,1,2,lcm721s12,6/25/21,June,2021,longmire,complete,tray 6,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_6-25-2021_Set1_3,721,1,3,lcm721s13,6/25/21,June,2021,longmire,complete,tray 6,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_6-25-2021_Set1_3,721,1,3,lcm721s13,6/25/21,June,2021,longmire,complete,tray 6,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_6-25-2021_Set1_4,721,1,4,lcm721s14,6/25/21,June,2021,longmire,complete,tray 6,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_6-25-2021_Set1_4,721,1,4,lcm721s14,6/25/21,June,2021,longmire,complete,tray 6,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_6-25-2021_Set1_NC,721,1,NC,lcm721s1NC,6/25/21,June,2021,longmire,complete,tray 6,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_6-25-2021_Set1_NC,721,1,NC,lcm721s1NC,6/25/21,June,2021,longmire,complete,tray 6,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_6-25-2021_Set3_5,721,3,1,lcm721s31,6/25/21,June,2021,longmire,complete,tray 6,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_6-25-2021_Set3_5,721,3,1,lcm721s31,6/25/21,June,2021,longmire,complete,tray 6,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_6-25-2021_Set3_6,721,3,2,lcm721s32,6/25/21,June,2021,longmire,complete,tray 6,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_6-25-2021_Set3_6,721,3,2,lcm721s32,6/25/21,June,2021,longmire,complete,tray 6,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_6-25-2021_Set3_7,721,3,3,lcm721s33,6/25/21,June,2021,longmire,complete,tray 6,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_6-25-2021_Set3_7,721,3,3,lcm721s33,6/25/21,June,2021,longmire,complete,tray 6,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_6-25-2021_Set3_8,721,3,4,lcm721s34,6/25/21,June,2021,longmire,complete,tray 6,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_6-25-2021_Set3_8,721,3,4,lcm721s34,6/25/21,June,2021,longmire,complete,tray 6,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_6-25-2021_Set5_9,721,5,1,lcm721s51,6/25/21,June,2021,longmire,complete,tray 6,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_6-25-2021_Set5_9,721,5,1,lcm721s51,6/25/21,June,2021,longmire,complete,tray 6,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_6-25-2021_Set5_10,721,5,2,lcm721s52,6/25/21,June,2021,longmire,complete,tray 6,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_6-25-2021_Set5_10,721,5,2,lcm721s52,6/25/21,June,2021,longmire,complete,tray 6,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_6-25-2021_Set5_11,721,5,3,lcm721s53,6/25/21,June,2021,longmire,complete,tray 6,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_6-25-2021_Set5_11,721,5,3,lcm721s53,6/25/21,June,2021,longmire,complete,tray 6,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_6-25-2021_Set5_12,721,5,4,lcm721s54,6/25/21,June,2021,longmire,complete,tray 6,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_6-25-2021_Set5_12,721,5,4,lcm721s54,6/25/21,June,2021,longmire,complete,tray 6,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_7-26-2021_Set1_1,821,1,1,lcm821s11,7/26/21,July,2021,longmire,complete,bag 1,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_7-26-2021_Set1_2,821,1,2,lcm821s12,7/26/21,July,2021,longmire,complete,bag 1,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_7-26-2021_Set1_3,821,1,3,lcm821s13,7/26/21,July,2021,longmire,complete,bag 1,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_7-26-2021_Set1_4,821,1,4,lcm821s14,7/26/21,July,2021,longmire,complete,bag 1,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_7-26-2021_Set1_NC,821,1,NC,lcm821s1NC,7/26/21,July,2021,longmire,complete,bag 1,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_7-26-2021_Set3_5,821,3,1,lcm821s31,7/26/21,July,2021,longmire,complete,bag 1,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_7-26-2021_Set3_6,821,3,2,lcm821s32,7/26/21,July,2021,longmire,complete,bag 1,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_7-26-2021_Set3_7,821,3,3,lcm821s33,7/26/21,July,2021,longmire,complete,bag 1,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_7-26-2021_Set3_8,821,3,4,lcm821s34,7/26/21,July,2021,longmire,complete,bag 1,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_7-26-2021_Set5_9,821,5,1,lcm821s51,7/26/21,July,2021,longmire,complete,bag 1,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_7-26-2021_Set5_10,821,5,2,lcm821s52,7/26/21,July,2021,longmire,complete,bag 1,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_7-26-2021_Set5_11,821,5,3,lcm821s53,7/26/21,July,2021,longmire,complete,bag 1,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_7-26-2021_Set5_12,821,5,4,lcm821s54,7/26/21,July,2021,longmire,complete,bag 1,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_8-24-2021_Set1_1,921,1,1,lcm921s11,8/24/21,August,2021,longmire,complete,tray 5,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_8-24-2021_Set1_1,921,1,1,lcm921s11,8/24/21,August,2021,longmire,complete,tray 5,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_8-24-2021_Set1_2,921,1,2,lcm921s12,8/24/21,August,2021,longmire,complete,tray 5,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_8-24-2021_Set1_2,921,1,2,lcm921s12,8/24/21,August,2021,longmire,complete,tray 5,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_8-24-2021_Set1_3,921,1,3,lcm921s13,8/24/21,August,2021,longmire,complete,tray 5,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_8-24-2021_Set1_3,921,1,3,lcm921s13,8/24/21,August,2021,longmire,complete,tray 5,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_8-24-2021_Set1_4,921,1,4,lcm921s14,8/24/21,August,2021,longmire,complete,tray 5,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_8-24-2021_Set1_4,921,1,4,lcm921s14,8/24/21,August,2021,longmire,complete,tray 5,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_8-24-2021_Set1_NC,921,1,NC,lcm921s1NC,8/24/21,August,2021,longmire,complete,tray 5,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_8-24-2021_Set1_NC,921,1,NC,lcm921s1NC,8/24/21,August,2021,longmire,complete,tray 5,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_8-24-2021_Set3_5,921,3,1,lcm921s31,8/24/21,August,2021,longmire,complete,tray 5,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_8-24-2021_Set3_5,921,3,1,lcm921s31,8/24/21,August,2021,longmire,complete,tray 5,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_8-24-2021_Set3_6,921,3,2,lcm921s32,8/24/21,August,2021,longmire,complete,tray 5,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_8-24-2021_Set3_6,921,3,2,lcm921s32,8/24/21,August,2021,longmire,complete,tray 5,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_8-24-2021_Set3_7,921,3,3,lcm921s33,8/24/21,August,2021,longmire,complete,tray 5,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_8-24-2021_Set3_7,921,3,3,lcm921s33,8/24/21,August,2021,longmire,complete,tray 5,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_8-24-2021_Set3_8,921,3,4,lcm921s34,8/24/21,August,2021,longmire,complete,tray 5,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_8-24-2021_Set3_8,921,3,4,lcm921s34,8/24/21,August,2021,longmire,complete,tray 5,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_8-24-2021_Set5_9,921,5,1,lcm921s51,8/24/21,August,2021,longmire,complete,tray 5,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_8-24-2021_Set5_9,921,5,1,lcm921s51,8/24/21,August,2021,longmire,complete,tray 5,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_8-24-2021_Set5_10,921,5,2,lcm921s52,8/24/21,August,2021,longmire,complete,tray 5,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_8-24-2021_Set5_10,921,5,2,lcm921s52,8/24/21,August,2021,longmire,complete,tray 5,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_8-24-2021_Set5_11,921,5,3,lcm921s53,8/24/21,August,2021,longmire,complete,tray 5,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_8-24-2021_Set5_11,921,5,3,lcm921s53,8/24/21,August,2021,longmire,complete,tray 5,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_8-24-2021_Set5_12,921,5,4,lcm921s54,8/24/21,August,2021,longmire,complete,tray 5,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_8-24-2021_Set5_12,921,5,4,lcm921s54,8/24/21,August,2021,longmire,complete,tray 5,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-18-2022_Set1_1,422,1,1,lcm422s11,4/18/22,April,2022,ethanol ,complete,mendenhall box,L20230529,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-18-2022_Set1_2,422,1,2,lcm422s12,4/18/22,April,2022,ethanol ,complete,mendenhall box,L20230529,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-18-2022_Set1_3,422,1,3,lcm422s13,4/18/22,April,2022,ethanol ,complete,mendenhall box,L20230529,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-18-2022_Set1_4,422,1,4,lcm422s14,4/18/22,April,2022,ethanol ,complete,mendenhall box,L20230529,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-18-2022_Set1_NC,422,1,NC,lcm422s1NC,4/18/22,April,2022,ethanol ,complete,mendenhall box,L20230529,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-18-2022_Set3_5,422,3,1,lcm422s31,4/18/22,April,2022,ethanol ,complete,mendenhall box,L20230529,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-18-2022_Set3_6,422,3,2,lcm422s32,4/18/22,April,2022,ethanol ,complete,mendenhall box,L20230529,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-18-2022_Set3_7,422,3,3,lcm422s33,4/18/22,April,2022,ethanol ,complete,mendenhall box,L20230529,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-18-2022_Set3_8,422,3,4,lcm422s34,4/18/22,April,2022,ethanol ,complete,mendenhall box,L20230529,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-18-2022_Set5_9,422,5,1,lcm422s51,4/18/22,April,2022,ethanol ,complete,mendenhall box,L20230529,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-18-2022_Set5_10,422,5,2,lcm422s52,4/18/22,April,2022,ethanol ,complete,mendenhall box,L20230529,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-18-2022_Set5_11,422,5,3,lcm422s53,4/18/22,April,2022,ethanol ,complete,mendenhall box,L20230529,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_4-18-2022_Set5_12,422,5,4,lcm422s54,4/18/22,April,2022,ethanol ,complete,mendenhall box,L20230529,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-19-2022_Set1_1,522,1,1,lcm522s11,5/19/22,May,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-19-2022_Set1_2,522,1,2,lcm522s12,5/19/22,May,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-19-2022_Set1_3,522,1,3,lcm522s13,5/19/22,May,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-19-2022_Set1_4,522,1,4,lcm522s14,5/19/22,May,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-19-2022_Set1_NC,522,1,NC,lcm522s1NC,5/19/22,May,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-19-2022_Set3_5,522,3,1,lcm522s31,5/19/22,May,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-19-2022_Set3_6,522,3,2,lcm522s32,5/19/22,May,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-19-2022_Set3_7,522,3,3,lcm522s33,5/19/22,May,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-19-2022_Set3_8,522,3,4,lcm522s34,5/19/22,May,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-19-2022_Set5_9,522,5,1,lcm522s51,5/19/22,May,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-19-2022_Set5_10,522,5,2,lcm522s52,5/19/22,May,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-19-2022_Set5_11,522,5,3,lcm522s53,5/19/22,May,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_5-19-2022_Set5_12,522,5,4,lcm522s54,5/19/22,May,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri ,mendenhall,m,MR_6-13-2022_Set1_1,622,1,1,lcm622s11,6/13/22,June ,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri ,mendenhall,m,MR_6-13-2022_Set1_2,622,1,2,lcm622s12,6/13/22,June ,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri ,mendenhall,m,MR_6-13-2022_Set1_3,622,1,3,lcm622s13,6/13/22,June ,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri ,mendenhall,m,MR_6-13-2022_Set1_4,622,1,4,lcm622s14,6/13/22,June ,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri ,mendenhall,m,MR_6-13-2022_Set1_NC,622,1,NC,lcm622s1NC,6/13/22,June ,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri ,mendenhall,m,MR_6-13-2022_Set3_5,622,3,1,lcm622s31,6/13/22,June ,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri ,mendenhall,m,MR_6-13-2022_Set3_6,622,3,2,lcm622s32,6/13/22,June ,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri ,mendenhall,m,MR_6-13-2022_Set3_7,622,3,3,lcm622s33,6/13/22,June ,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri ,mendenhall,m,MR_6-13-2022_Set3_8,622,3,4,lcm622s34,6/13/22,June ,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri ,mendenhall,m,MR_6-13-2022_Set5_9,622,5,1,lcm622s51,6/13/22,June ,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri ,mendenhall,m,MR_6-13-2022_Set5_10,622,5,2,lcm622s52,6/13/22,June ,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri ,mendenhall,m,MR_6-13-2022_Set5_11,622,5,3,lcm622s53,6/13/22,June ,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri ,mendenhall,m,MR_6-13-2022_Set5_12,622,5,4,lcm622s54,6/13/22,June ,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_7-18-2022_Set1_1,722,1,1,lcm722s11,7/18/22,July,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_7-18-2022_Set1_2,722,1,2,lcm722s12,7/18/22,July,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_7-18-2022_Set1_3,722,1,3,lcm722s13,7/18/22,July,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_7-18-2022_Set1_4,722,1,4,lcm722s14,7/18/22,July,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
Lynn Canal,lc,jnmri,mendenhall,m,MR_7-18-2022_Set1_NC,722,1,NC,lcm722s1NC,7/18/22,July,2022,ethanol ,complete,mendenhall box,,NA,NA,NA,
